T_final,c0_death,epsilon_selection,stage,n_admissible_treatments,mean_percentage,sd_percentage,relative_stage
10,-12.0,0.3,6,3,6.6,1.1274356350191843,0.5555555555555556
10,-12.0,0.3,6,4,5.11,1.5842628850316758,0.5555555555555556
10,-12.0,0.3,6,5,3.5799999999999996,0.9354737361952558,0.5555555555555556
10,-12.0,0.3,6,6,2.37,0.6583649781424012,0.5555555555555556
10,-12.0,0.3,6,7,1.83,0.4785394445602159,0.5555555555555556
10,-12.0,0.3,6,8,1.46,0.6484168755086842,0.5555555555555556
10,-12.0,0.3,6,9,0.72,0.4157990967870047,0.5555555555555556
10,-12.0,0.3,6,10,54.32000000000001,4.500074073464421,0.5555555555555556
10,-12.0,0.3,7,1,13.13,1.9584858096669138,0.6666666666666666
10,-12.0,0.3,7,2,10.1,1.195361405136074,0.6666666666666666
10,-12.0,0.3,7,3,7.95,1.7840341302166212,0.6666666666666666
10,-12.0,0.3,7,4,5.7299999999999995,1.1470251377658065,0.6666666666666666
10,-12.0,0.3,7,5,4.9399999999999995,1.2276445377677982,0.6666666666666666
10,-12.0,0.3,7,6,3.6799999999999997,0.7656515018088988,0.6666666666666666
10,-12.0,0.3,7,7,2.65,0.6059886320899281,0.6666666666666666
10,-12.0,0.3,7,8,1.92,0.20976176963403032,0.6666666666666666
10,-12.0,0.3,7,9,1.35,0.5482294734466175,0.6666666666666666
10,-12.0,0.3,7,10,48.55,7.286860320695966,0.6666666666666666
10,-12.0,0.3,8,1,12.1,2.4170689320377736,0.7777777777777778
10,-12.0,0.3,8,2,9.97,2.0072369067950104,0.7777777777777778
10,-12.0,0.3,8,3,8.32,1.9893047361662146,0.7777777777777778
10,-12.0,0.3,8,4,6.539999999999999,2.060852035229874,0.7777777777777778
10,-12.0,0.3,8,5,4.9399999999999995,1.1393955512561134,0.7777777777777778
10,-12.0,0.3,8,6,3.9200000000000004,0.9738811243906744,0.7777777777777778
10,-12.0,0.3,8,7,3.06,0.8809086218218094,0.7777777777777778
10,-12.0,0.3,8,8,2.1,0.6896053621859068,0.7777777777777778
10,-12.0,0.3,8,9,1.3800000000000001,0.543241300999023,0.7777777777777778
10,-12.0,0.3,8,10,47.67,9.404732851070252,0.7777777777777778
10,-12.0,0.3,9,1,12.040000000000001,3.0236842868703517,0.8888888888888888
